STATE_NAME,DISTRICT,LATITUDE,LONGITUDE,ELEVATION,
Chhattisgarh,MAHASAMUND,21.11,82.1,318,
Chhattisgarh,KORIYA,23.2,82.7,650,
Chhattisgarh,KOWARDHA ,22,81.23,353,
Chhattisgarh,NARAYANPUR,19.62,81.25,556,
Chhattisgarh,BIJAPUR,18.8,80.83,450,
Andhra Pradesh,EAST GODAVARI,16.97,82.24,14,
Andhra Pradesh,WEST GODAVARI,16.82,81.52,15,
Andhra Pradesh,GUNTUR,16.31,80.44,33,
Andhra Pradesh,KRISHNA,16.51,80.63,14,
Andhra Pradesh,NELLORE,14.44,79.99,18,
Andhra Pradesh,PRAKASAM,15.56,80.05,10,
Andhra Pradesh,SRIKAKULAM,18.3,83.9,26,
Andhra Pradesh,VISAKHAPATNAM,17.73,83.31,45,
Andhra Pradesh,VIZIANAGARAM,18.12,83.41,74,
Telangana,ADILABAD,19.67,78.53,264,
Telangana,HYDERABAD,17.39,78.49,542,
Telangana,KARIMNAGAR,18.44,79.13,265,
Telangana,KHAMMAM,17.25,80.15,107,
Telangana,MAHABUBNAGAR,16.74,77.99,498,
Telangana,MEDAK,18.03,78.26,442,
Telangana,NALGONDA,17.05,79.27,421,
Telangana,NIZAMABAD,18.67,78.1,389,
Telangana,WARANGAL,17.98,79.6,266,
Telangana,RANGAREDDY,17.3,78.38,582,
Andhra Pradesh,ANANTAPUR,14.68,77.6,453,
Andhra Pradesh,CHITTOOR,13.22,79.1,335,
Andhra Pradesh,KUDDAPAH,14.47,78.82,138,
Andhra Pradesh,KURNOOL,15.83,78.05,273,
Tamil Nadu,VELLORE,12.92,79.13,216,
Tamil Nadu,COIMBATORE,11.01,76.96,411,
Tamil Nadu,DHARMAPURI,12.13,78.16,493,
Tamil Nadu,KANYAKUMARI,8.09,77.55,35,
Tamil Nadu,CHENNAI,13.08,80.27,6,
Tamil Nadu,MADURAI,9.93,78.12,101,
Tamil Nadu,NILGIRIS,11.41,76.7,2240,
Tamil Nadu,RAMANATHAPURA,9.37,78.83,13,
Tamil Nadu,SALEM,11.65,78.15,278,
Tamil Nadu,THANJAVUR,10.79,79.14,58,
Tamil Nadu,TIRUCHIRAPPAL,10.79,78.7,88,
Tamil Nadu,TIRUNELVELI,8.73,77.7,47,
Tamil Nadu,ERODE,11.34,77.72,183,
Tamil Nadu,PUDUKKOTTAI,10.38,78.82,95,
Tamil Nadu,DINDIGUL,10.35,77.95,287,
Tamil Nadu,VIRUDHUNAGAR,9.59,77.96,104,
Tamil Nadu,SIVAGANGA,9.85,78.48,102,
Tamil Nadu,THOOTHUKUDI,8.81,78.13,4,
Tamil Nadu,TIRUVANNAMALA,12.23,79.07,171,
Tamil Nadu,NAGAPATTINAM,10.76,79.84,9,
Tamil Nadu,VILUPPURAM,11.94,79.49,75,
Tamil Nadu,CUDDALORE,11.75,79.75,6,
Tamil Nadu,KANCHIPURAM,12.84,79.7,83,
Tamil Nadu,TIRUVALLUR,13.14,79.91,38,
Tamil Nadu,THENI,10.01,77.47,298,
Tamil Nadu,NAMAKKAL,11.22,78.17,218,
Tamil Nadu,KARUR,10.96,78.08,121,
Tamil Nadu,PERAMBALUR,11.23,78.87,130,
Tamil Nadu,TIRUVARUR,10.77,79.63,14,
Tamil Nadu,KRISHNAGIRI,12.52,78.21,631,
Tamil Nadu,ARIYALUR,11.14,79.08,90,
Tamil Nadu,TIRUPUR,11.11,77.34,294,
Puducherry,PONDICHERRY,11.93,79.83,3,
Puducherry,KARAIKAL,10.92,79.83,5,
Puducherry,MAHE,11.7,75.53,6,
Puducherry,YANAM,16.73,82.22,8,
Karnataka,UTTAR KANNADA,14.8,74.13,588,
Karnataka,DAKSHIN KANDA,12.91,74.85,22,
Karnataka,UDUPI,13.34,74.75,27,
Karnataka,BELGAM,15.86,74.5,779,
Karnataka,BIDAR,17.91,77.52,615,
Karnataka,BIJAPUR,16.83,75.71,606,
Karnataka,DHARWAD,15.46,75,742,
Karnataka,GULBARGA,17.33,76.83,466,
Karnataka,YADGIR,16.77,77.13,456,
Karnataka,RAICHUR,16.2,77.35,407,
Karnataka,BAGALKOTE,16.18,75.7,533,
Karnataka,GADAG,15.43,75.63,655,
Karnataka,HAVERI,14.8,75.4,556,
Karnataka,KOPPAL,15.35,76.15,543,
Karnataka,BANGALORE RUR,13.2,77.7,900,
Karnataka,BELLARY,15.14,76.92,485,
Karnataka,CHIKMAGALUR,13.32,75.77,1090,
Karnataka,CHITRADURGA,14.23,76.4,732,
Karnataka,KODAGU,12.42,75.73,1150,
Karnataka,HASSAN,13,76.1,970,
Karnataka,KOLAR,13.13,78.13,830,
Karnataka,MANDYA,12.52,76.9,678,
Karnataka,MYSORE,12.3,76.65,763,
Karnataka,SHIMOGA,13.93,75.57,569,
Karnataka,TUMKUR,13.34,77.1,800,
Karnataka,BANGALORE URB,12.97,77.59,920,
Karnataka,CHAMARAJANAGA,11.92,76.94,662,
Karnataka,DAVANGERE,14.47,75.92,602,
Karnataka,RAMNAGAR,12.72,77.28,826,
Karnataka,CHICKBALLAPUR,13.43,77.73,915,
Kerala,ALAPPUZHA,9.5,76.33,10,
Kerala,CANNUR,11.87,75.37,14,
Kerala,ERNAKULAM,9.98,76.28,7,
Kerala,KOTTAYAM,9.59,76.52,41,
Kerala,KOZHIKODE,11.25,75.77,15,
Kerala,MALAPPURAM,11.07,76.07,36,
Kerala,PALAKKAD,10.77,76.65,84,
Kerala,KOLLAM,8.88,76.6,10,
Kerala,THRISSUR,10.52,76.21,25,
Kerala,THIRUVANANTHA,8.52,76.94,19,
Kerala,IDUKKI,9.85,77.17,1200,
Kerala,KASARGOD,12.5,75,19,
Kerala,PATHANAMTHITTA,9.26,76.78,47,
Kerala,WAYANAD,11.61,76.08,792,
Lakshadweep,LAKSHADWEEP,10.57,72.64,1,
